Nom,Sous-type,Commune,Code postal,Département,Région,Latitude,Longitude,Site internet
Tennis,"Site sportif, récréatif et de loisirs",Vaugneray,69670,Rhône,Auvergne-Rhône-Alpes,45.739473,4.683299,http://www.ccvl.fr/
Campanile Annecy Sud,"Restauration,Hébergement",Annecy,74960,Haute-Savoie,Auvergne-Rhône-Alpes,45.901059,6.102852,http://www.campanile.com/
Domaine Georges Vernay,Fournisseur de dégustation,Condrieu,69420,Rhône,Auvergne-Rhône-Alpes,45.465312,4.7718,https://domaine-christine-vernay.fr/
Bibliothèque Municipale,"Site sportif, récréatif et de loisirs,Site culturel",Puygros,73190,Savoie,Auvergne-Rhône-Alpes,45.567541,6.034368,http://www.mairie-puygros.fr/
Les côteaux du Vernand,Site culturel,Annemasse,74100,Haute-Savoie,Auvergne-Rhône-Alpes,46.182334,6.235074,http://www.annemasse.fr/Annemasse/Decouvrir-Annemasse/Parcs-Jardins-Balades
Angkor Thom,Restauration,Villeurbanne,69100,Rhône,Auvergne-Rhône-Alpes,45.759055,4.887863,
Le Pont de Verthier,Site culturel,Doussard,74210,Haute-Savoie,Auvergne-Rhône-Alpes,45.786838,6.232134,https://archeoviuz.fr/
Parc du Chateau de Bresson,Site culturel,Moissieu-sur-Dolon,38270,Isère,Auvergne-Rhône-Alpes,45.382658,4.98539,http://www.chateaudebresson.com/
Jardin des Charmettes,Site culturel,Chambéry,73000,Savoie,Auvergne-Rhône-Alpes,45.553325,5.93011,https://www.chambery.fr/
Le lac Pépin,"Site sportif, récréatif et de loisirs",Orelle,73140,Savoie,Auvergne-Rhône-Alpes,45.14372,6.551065,
L'Anfionne,Restauration,Arâches-la-Frasse,74300,Haute-Savoie,Auvergne-Rhône-Alpes,46.018291,6.649856,https://anfionnelescarroz.jimdofree.com/
Hôtel National,Hébergement,Cluses,74300,Haute-Savoie,Auvergne-Rhône-Alpes,46.056797,6.581298,https://hotel-national74.com/
Bibliothèque municipale de Grézieu-le-Marché,"Site sportif, récréatif et de loisirs,Site culturel",Grézieu-le-Marché,69610,Rhône,Auvergne-Rhône-Alpes,45.656162,4.420901,
La pêche au Barrage de Vaux,"Site sportif, récréatif et de loisirs",Sail-sous-Couzan,42890,Loire,Auvergne-Rhône-Alpes,45.703961,3.960754,"https://www.instagram.com/fede_pecheloire/,https://peche42.fr/pecher-dans-la-loire/reglementation/,https://peche42.fr/pecher-dans-la-loire/les-parcours-de-peche/,https://peche42.fr/"
Restaurant d'altitude La Duche,Restauration,Le Grand-Bornand,74450,Haute-Savoie,Auvergne-Rhône-Alpes,45.960631,6.501715,
La Voie Romaine,Site culturel,Les Contamines-Montjoie,74170,Haute-Savoie,Auvergne-Rhône-Alpes,45.789821,6.714685,http://www.lescontamines.com/
Les Allos - Théâtre de Cluses,"Site sportif, récréatif et de loisirs",Cluses,74300,Haute-Savoie,Auvergne-Rhône-Alpes,46.057844,6.581166,
"Bowling ""Le Mafayo""","Site sportif, récréatif et de loisirs",Valloire,73450,Savoie,Auvergne-Rhône-Alpes,45.16772,6.430478,
Eglise Saint-Pierre,Site culturel,Odenas,69460,Rhône,Auvergne-Rhône-Alpes,46.088293,4.640694,"https://www.beaujolais-tourisme.com/,http://www.odenas.fr/"
Au Vieux Port,Restauration,Irigny,69540,Rhône,Auvergne-Rhône-Alpes,45.67844,4.83154,http://www.auvieuxport.com/
L’Ermitage Cuisine-à-manger,Restauration,Saint-Cyr-au-Mont-d'Or,69450,Rhône,Auvergne-Rhône-Alpes,45.825062,4.821197,http://www.lermitage-hotel.com/
Brasserie la Canaille,"Site sportif, récréatif et de loisirs,Restauration",Sail-sous-Couzan,42890,Loire,Auvergne-Rhône-Alpes,45.733906,3.969328,http://www.brasserielacanaille.com/
Musée du Tisserand Dauphinois,Site culturel,La Bâtie-Montgascon,38110,Isère,Auvergne-Rhône-Alpes,45.578598,5.528947,http://www.museedutisserand.fr/
Ferme-auberge les tables d'Ophélie,Restauration,Trept,38460,Isère,Auvergne-Rhône-Alpes,45.68201,5.338528,
Manoir de la Garde,Site culturel,Porte des Pierres Dorées,69640,Rhône,Auvergne-Rhône-Alpes,45.967603,4.624909,http://www.manoirdelagarde.com/
Restaurant Le Zénith,Restauration,Saint-Jean-d'Heurs,63190,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.827526,3.440656,http://www.restaurant-hotel-zenith.fr/
Podium du parc des Thermes,"Site sportif, récréatif et de loisirs",Brides-les-Bains,73570,Savoie,Auvergne-Rhône-Alpes,45.452165,6.569792,
Bibliothèque municipale de Les Echelles,"Site sportif, récréatif et de loisirs,Site culturel",Les Échelles,73360,Savoie,Auvergne-Rhône-Alpes,45.435258,5.753319,http://www.lesechelles.fr/
Pizz'Art,Restauration,Monestier-du-Percy,38930,Isère,Auvergne-Rhône-Alpes,44.787512,5.644173,
Le Nant des Mules,Hébergement,Massongy,74140,Haute-Savoie,Auvergne-Rhône-Alpes,46.330513,6.325572,https://campinglenantdesmules.fr/
Parc et étang de Malrochet,Site culturel,Écully,69130,Rhône,Auvergne-Rhône-Alpes,45.771969,4.771845,http://www.ville-ecully.fr/
Galerie de l'Olympe,"Site sportif, récréatif et de loisirs,Commerce de détail",Lyon 2e Arrondissement,69002,Rhône,Auvergne-Rhône-Alpes,45.75246,4.829877,http://www.galeriedelolympe.free.fr/
Couvent des Ursulines et Brasserie des Ursulines,Site culturel,Crémieu,38460,Isère,Auvergne-Rhône-Alpes,45.725555,5.253147,http://www.biere-les-ursulines.com/
Eglise Prieurale Notre-Dame de Tourdan,Site culturel,Revel-Tourdan,38270,Isère,Auvergne-Rhône-Alpes,45.38386,5.036271,
L'Etoile d'Orient,Restauration,Lyon 2e Arrondissement,69002,Rhône,Auvergne-Rhône-Alpes,45.75263,4.831338,http://www.etoile-orient.com/
Atelier du peintre Allain Renoux,"Site sportif, récréatif et de loisirs,Commerce de détail",Vaux-en-Beaujolais,69460,Rhône,Auvergne-Rhône-Alpes,46.056397,4.593452,
Hôtel Cœur des Neiges,Hébergement,Saint-Gervais-les-Bains,74170,Haute-Savoie,Auvergne-Rhône-Alpes,45.892414,6.710038,http://www.hotelcoeurdesneiges.com/
Mamo's Café,Restauration,Montriond,74110,Haute-Savoie,Auvergne-Rhône-Alpes,46.207976,6.776422,
Le Refuge des Gourmets,Restauration,Machilly,74140,Haute-Savoie,Auvergne-Rhône-Alpes,46.25056,6.328898,http://www.refugedesgourmets.com/
Site de parapente de la Tour Matagrin,"Site sportif, récréatif et de loisirs",Violay,42780,Loire,Auvergne-Rhône-Alpes,45.851059,4.380783,"https://violay.fr/,https://violay1004.fr/"
Randoland : à la découverte de Collonges,"Site sportif, récréatif et de loisirs",Collonges-sous-Salève,74160,Haute-Savoie,Auvergne-Rhône-Alpes,46.138068,6.145812,
Pêche au plan d'eau du Colombier,"Site sportif, récréatif et de loisirs",Anse,69480,Rhône,Auvergne-Rhône-Alpes,45.949777,4.725709,"https://map.geopeche.com/#16;4.70933;45.863843,http://www.peche69.fr/,http://www.cartedepeche.fr/"
Sentier découverte du patrimoine de Vourles,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Vourles,69390,Rhône,Auvergne-Rhône-Alpes,45.658514,4.773461,
Auberge de l'Allagnonette,"Restauration,Hébergement",Saint-Poncy,15500,Cantal,Auvergne-Rhône-Alpes,45.164599,3.187001,http://www.auberge-allagnonette.com/
Eglise Immaculée Conception à Eclose-Badinières,Site culturel,Eclose-Badinières,38300,Isère,Auvergne-Rhône-Alpes,45.499053,5.30085,http://www.eclose-badinieres.fr/
Parc du Clos Savoiroux,Site culturel,Chambéry,73000,Savoie,Auvergne-Rhône-Alpes,45.569472,5.923905,https://www.chambery.fr/
Cours de Tennis,"Site sportif, récréatif et de loisirs",Saint-Martin-d'Ardèche,07700,Ardèche,Auvergne-Rhône-Alpes,44.303397,4.561129,
Centre multimédia,"Site sportif, récréatif et de loisirs",Lamastre,07270,Ardèche,Auvergne-Rhône-Alpes,44.988993,4.586384,https://www.lamastre.fr/mes-services/culture/centre-multimedia
Port de plaisance,"Site sportif, récréatif et de loisirs,Transport",Cruas,07350,Ardèche,Auvergne-Rhône-Alpes,44.658858,4.776099,http://www.restaurantleden.com/
Bar de l'Espérance,Restauration,Villefranche-d'Allier,03430,Allier,Auvergne-Rhône-Alpes,46.396948,2.855356,
Sapnà,Restauration,Lyon 1er Arrondissement,69001,Rhône,Auvergne-Rhône-Alpes,45.768282,4.829005,https://www.sapna.fr/
L'Essentiel,Fournisseur de dégustation,Gras,07700,Ardèche,Auvergne-Rhône-Alpes,44.420632,4.521775,http://www.lessentiel07.com/
Coopérative Laitière de Haute Maurienne Vanoise,Fournisseur de dégustation,Val-Cenis,73480,Savoie,Auvergne-Rhône-Alpes,45.284866,6.877451,https://www.coophautemaurienne.fr/
Domaine de Valsoyo - Les activités,"Site sportif, récréatif et de loisirs",Upie,26120,Drôme,Auvergne-Rhône-Alpes,44.810799,4.984493,https://valsoyo.com/
Eglise Saint-Jean Baptiste d'Allanche,Site culturel,Allanche,15160,Cantal,Auvergne-Rhône-Alpes,45.229,2.9337,
Cabrettes de Villarembert,Site culturel,Villarembert,73300,Savoie,Auvergne-Rhône-Alpes,45.245352,6.279029,
Pélican cocktails,"Site sportif, récréatif et de loisirs,Restauration",Lyon 1er Arrondissement,69001,Rhône,Auvergne-Rhône-Alpes,45.769267,4.831523,
Bibliothèque de Moirans,"Site sportif, récréatif et de loisirs,Site culturel",Moirans,38430,Isère,Auvergne-Rhône-Alpes,45.325915,5.565098,https://www.biblio-paysvoironnais.fr/
Les Petits Plats du Coin,Restauration,Lapalisse,03120,Allier,Auvergne-Rhône-Alpes,46.24934,3.638969,
L'Elémentaire,"Site sportif, récréatif et de loisirs,Restauration",Lyon 7e Arrondissement,69007,Rhône,Auvergne-Rhône-Alpes,45.750283,4.84554,http://www.vercoquin.com/
"Site d'escalade ""Les Garins""","Site sportif, récréatif et de loisirs",Le Châtelard,73630,Savoie,Auvergne-Rhône-Alpes,45.690331,6.147757,https://www.ffmesavoie.com/Rehabilitation-des-Garins-Bourse-SNE-2021
Salle Pierre Lamy,"Site sportif, récréatif et de loisirs",Annecy,74000,Haute-Savoie,Auvergne-Rhône-Alpes,45.899096,6.123741,
Tartempion,Restauration,Cluses,74300,Haute-Savoie,Auvergne-Rhône-Alpes,46.058186,6.581963,
Canal du Beaumont,"Site naturel,Site culturel",Saint-Laurent-en-Beaumont,38350,Isère,Auvergne-Rhône-Alpes,44.878642,5.849912,
Parc du Talweg,Site culturel,Chambéry,73000,Savoie,Auvergne-Rhône-Alpes,45.593376,5.909709,https://www.chambery.fr/
Restaurant crêperie Les Chevaliers,Restauration,Viviers,07220,Ardèche,Auvergne-Rhône-Alpes,44.483129,4.689027,
La Terrasse,Restauration,Tullins,38210,Isère,Auvergne-Rhône-Alpes,45.309363,5.496588,
Voie verte Yvoire - Rovorée,"Site sportif, récréatif et de loisirs",Yvoire,74140,Haute-Savoie,Auvergne-Rhône-Alpes,46.36957,6.327181,http://www.destination-leman.com/
Moxy Annecy,"Restauration,Hébergement",Annecy,74000,Haute-Savoie,Auvergne-Rhône-Alpes,45.900029,6.115909,https://www.marriott.com/fr/hotels/gvacx-moxy-annecy/overview/
"Musée privé de dentelles, broderies et textiles anciens",Site culturel,Bourg-Saint-Andéol,07700,Ardèche,Auvergne-Rhône-Alpes,44.371205,4.646183,
Grotte Saint-Marcel-d'Ardèche,"Site sportif, récréatif et de loisirs",Bidon,07700,Ardèche,Auvergne-Rhône-Alpes,44.33181,4.541503,http://www.grotte-ardeche.com/
Eglise Saint-Cirgues de Dienne,Site culturel,Dienne,15300,Cantal,Auvergne-Rhône-Alpes,45.159,2.7857,
Aux Petits Galets,Restauration,Alby-sur-Chéran,74540,Haute-Savoie,Auvergne-Rhône-Alpes,45.816991,6.020526,"http://www.auxpetitsgalets.fr/,http://petitsgalets.canalblog.com/"
Au Vilain Petit Canard,Restauration,Lyon 2e Arrondissement,69002,Rhône,Auvergne-Rhône-Alpes,45.752196,4.830032,http://www.au-vilain-petit-canard.fr/
Limagne évasion canoë,"Site sportif, récréatif et de loisirs,Itinéraire fluvial ou maritime",Lezoux,63190,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.889418,3.321369,http://limagneevasion.fr/
Le Creux de l'Enfer - Centre d'art contemporain d'intérêt national,Site culturel,Thiers,63300,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.850209,3.5491,http://www.creuxdelenfer.fr/
La Ronde des Saveurs - Tartinades bio !,Fournisseur de dégustation,Empurany,07270,Ardèche,Auvergne-Rhône-Alpes,45.024279,4.609469,http://www.tartinades-bio.fr/
Archipel Volcans,Restauration,Saint-Genès-Champanelle,63122,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.745031,2.968983,http://www.archipel-volcans.com/
Parc des Bords de Loire,Site culturel,Andrézieux-Bouthéon,42160,Loire,Auvergne-Rhône-Alpes,45.532824,4.250074,
Cinéma le Montcelet,"Site sportif, récréatif et de loisirs",Entre-deux-Guiers,38380,Isère,Auvergne-Rhône-Alpes,45.432276,5.755817,
Aire multi sports,"Site sportif, récréatif et de loisirs",Saint-Martin-d'Ardèche,07700,Ardèche,Auvergne-Rhône-Alpes,44.303439,4.561323,
Galerie d'Art : Collection de la Praye,"Site sportif, récréatif et de loisirs,Commerce de détail",Fareins,01480,Ain,Auvergne-Rhône-Alpes,46.014477,4.760064,http://www.artpraye.com/
Eglise Saint-Etienne,Site culturel,Cervens,74550,Haute-Savoie,Auvergne-Rhône-Alpes,46.285894,6.441107,
Le Bistrot de Téo,Restauration,Lamastre,07270,Ardèche,Auvergne-Rhône-Alpes,44.984918,4.579287,
Terrain de tennis de Super-Besse,"Site sportif, récréatif et de loisirs",Besse-et-Saint-Anastaise,63610,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.508888,2.854127,
Musée de la vigne et du vin de Basse-Auvergne,Site culturel,Aubière,63170,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.753468,3.106097,https://www.clermontmetropole.eu/bouger-se-divertir/le-dynamisme-culturel/les-musees-de-clermont-auvergne-metropole/musee-de-la-vigne-et-du-vin-de-basse-auvergne/
Bel Ami,"Site sportif, récréatif et de loisirs,Restauration",Lyon 1er Arrondissement,69001,Rhône,Auvergne-Rhône-Alpes,45.768699,4.830235,
Domaine Regis Descotes,Fournisseur de dégustation,Millery,69390,Rhône,Auvergne-Rhône-Alpes,45.63414,4.782736,"https://www.restonsenvigne.fr/domaines/domaine-regis-descotes/,http://www.regisdescotes.com/"
Camping Rochecondrie - Loisirs,Hébergement,Viviers,07220,Ardèche,Auvergne-Rhône-Alpes,44.489651,4.676794,http://www.campingrochecondrie.com/
Les Seychelles - Pizzeria,Restauration,Courpière,63120,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.754269,3.538162,https://www.restaurant-pizzeria-courpiere.fr/
Le Toët,Restauration,Val-Cenis,73480,Savoie,Auvergne-Rhône-Alpes,45.243893,6.939916,http://www.giteletoet.com/
"Centre équestre ""Les Ecuries de Fay""","Site sportif, récréatif et de loisirs",Neulise,42590,Loire,Auvergne-Rhône-Alpes,45.886587,4.177785,https://lesecuriesdefay.ffe.com/
Le Relais du Vivarais,Restauration,Viviers,07220,Ardèche,Auvergne-Rhône-Alpes,44.487215,4.674299,http://www.relaisduvivarais.fr/
Marie Gala Perroud - Plasticienne,Site culturel,Marcoux,42130,Loire,Auvergne-Rhône-Alpes,45.721397,4.013787,http://www.mariegalaperroud.fr/
Château de la Mar,Fournisseur de dégustation,Jongieux,73170,Savoie,Auvergne-Rhône-Alpes,45.742563,5.796412,https://chateaudelamar.fr/
L'Escapade,Restauration,Le Crestet,07270,Ardèche,Auvergne-Rhône-Alpes,45.000351,4.608153,https://www.hotel-lescapade.com/restaurant-speciales-hotel-la-crestet-lamastre-ardeche
Camping du Lion,Hébergement,Bourg-Saint-Andéol,07700,Ardèche,Auvergne-Rhône-Alpes,44.381232,4.648483,http://www.campingdulion.com/
Boite à lire,"Site sportif, récréatif et de loisirs,Site culturel",Anthy-sur-Léman,74200,Haute-Savoie,Auvergne-Rhône-Alpes,46.355569,6.426434,http://www.anthy-sur-leman.fr/
Ibis Budget Lyon Est Chaponnay,Hébergement,Chaponnay,69970,Rhône,Auvergne-Rhône-Alpes,45.650716,4.925308,http://www.ibis.com/
"Alpage ""Les Mouilles""",Fournisseur de dégustation,Saint-Nicolas-la-Chapelle,73590,Savoie,Auvergne-Rhône-Alpes,45.844742,6.461116,http://chevreriedelagliamery.jimdo.com/
Caveau Cellier des Gorges de l'Ardèche,Fournisseur de dégustation,Saint-Marcel-d'Ardèche,07700,Ardèche,Auvergne-Rhône-Alpes,44.307359,4.627261,http://www.cellierdesgorgesdelardeche.fr/
La Grande Fontaine,Restauration,Maurs,15600,Cantal,Auvergne-Rhône-Alpes,44.711334,2.197475,
Hôtel du Centre,"Restauration,Hébergement",Villard-de-Lans,38250,Isère,Auvergne-Rhône-Alpes,45.069649,5.55096,http://www.hotelducentre-villarddelans.fr/
L'Original,Restauration,Saint-Haon-le-Vieux,42370,Loire,Auvergne-Rhône-Alpes,46.065937,3.922505,https://www.restaurant-original.fr/
Médiathèque municipale et mlcro-folie,"Site sportif, récréatif et de loisirs,Site culturel",Savigneux,42600,Loire,Auvergne-Rhône-Alpes,45.60664,4.081093,
Domaine la Bourbonnaise - Dédalys 2,Hébergement,Laprugne,03250,Allier,Auvergne-Rhône-Alpes,45.988098,3.746807,https://www.dedalys.fr/
Skate park,"Site sportif, récréatif et de loisirs",Voiron,38500,Isère,Auvergne-Rhône-Alpes,45.360151,5.595001,
Boulodrome,"Site sportif, récréatif et de loisirs",Nozières,07270,Ardèche,Auvergne-Rhône-Alpes,45.027948,4.541895,
La conquête des droits d'eau,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Saint-Pierre-d'Albigny,73250,Savoie,Auvergne-Rhône-Alpes,45.568409,6.155761,"http://www.coeurdesavoie.fr/,http://www.tourisme.coeurdesavoie.fr/"
Le lac du Plan dessert,"Site sportif, récréatif et de loisirs",Notre-Dame-de-Bellecombe,73590,Savoie,Auvergne-Rhône-Alpes,45.792006,6.578665,
La Ferme du Mont,Fournisseur de dégustation,Empurany,07270,Ardèche,Auvergne-Rhône-Alpes,45.033553,4.60721,http://lafermedumontempurany.fr/
Galerie d'exposition Ricardo Ponce,"Site sportif, récréatif et de loisirs,Commerce de détail",Valence,26000,Drôme,Auvergne-Rhône-Alpes,44.933761,4.895036,
Fours à pain jumeaux,Site culturel,Nancy-sur-Cluses,74300,Haute-Savoie,Auvergne-Rhône-Alpes,46.040472,6.584877,http://www.nancysurcluses.fr/
Le Châtaignier,Restauration,Lamastre,07270,Ardèche,Auvergne-Rhône-Alpes,44.985432,4.580661,
Muséum des Papillons,Site culturel,Faverges-Seythenex,74210,Haute-Savoie,Auvergne-Rhône-Alpes,45.74568,6.29699,https://museumfaverges.fr/
Domaine Gallety,Fournisseur de dégustation,Saint-Montan,07220,Ardèche,Auvergne-Rhône-Alpes,44.441348,4.662645,http://www.gallety.fr/
Le Bongo Resto Club,Restauration,Bévenais,38690,Isère,Auvergne-Rhône-Alpes,45.370357,5.405505,
"La Guinguette ""Chez Patou""",Restauration,Saint-Martin-d'Ardèche,07700,Ardèche,Auvergne-Rhône-Alpes,44.31208,4.553007,https://www.guinguette-07.com/
Le Bou Nem's,Restauration,Bourg-Saint-Andéol,07700,Ardèche,Auvergne-Rhône-Alpes,44.372139,4.644542,
Cave Domaine de la Pierre-Laine,Fournisseur de dégustation,Saint-Marcel-d'Ardèche,07700,Ardèche,Auvergne-Rhône-Alpes,44.333365,4.619579,http://www.domainelapierrelaine.com/
Eglise Saint-Pierre et Saint-Paul de Bredons,Site culturel,Albepierre-Bredons,15300,Cantal,Auvergne-Rhône-Alpes,45.103,2.8724,
Domaine Camping les Roches,Hébergement,Le Crestet,07270,Ardèche,Auvergne-Rhône-Alpes,45.011677,4.624553,http://www.campinglesroches.com/
Le Relais du week-end,Restauration,Chambéon,42110,Loire,Auvergne-Rhône-Alpes,45.698071,4.176175,
Restaurant de la Gare,Restauration,Ambert,63600,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.549677,3.735482,
Restaurant Le Beaujolais,Restauration,Belleville-en-Beaujolais,69220,Rhône,Auvergne-Rhône-Alpes,46.11259,4.730001,http://www.restaurant-le-beaujolais.com/
Four et moulin à huile,Site culturel,Deux-Grosnes,69860,Rhône,Auvergne-Rhône-Alpes,46.277812,4.561745,
Circuit historique de la ville - itinéraire pédestre,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Évian-les-Bains,74501,Haute-Savoie,Auvergne-Rhône-Alpes,46.40132,6.586776,http://www.evian-tourisme.com/
Au Cœur du Village Hôtel - Restaurants - Spa,"Restauration,Hébergement",La Clusaz,74220,Haute-Savoie,Auvergne-Rhône-Alpes,45.904695,6.422625,http://www.hotel-aucoeurduvillage.fr/
Vic sur Cère,Site culturel,Vic-sur-Cère,15800,Cantal,Auvergne-Rhône-Alpes,44.979653,2.625171,http://www.vicsurcere.fr/
Le Christania,Restauration,Bellevaux,74470,Haute-Savoie,Auvergne-Rhône-Alpes,46.245698,6.505719,http://www.hotel-christania.com/
Ciné Villages,"Site sportif, récréatif et de loisirs",Doussard,74210,Haute-Savoie,Auvergne-Rhône-Alpes,45.776533,6.217489,http://www.cine-villages-doussard.fr/
Hôtel la Grange d'Arly,Hébergement,Megève,74120,Haute-Savoie,Auvergne-Rhône-Alpes,45.859143,6.616688,http://www.grange-darly.com/
Restaurant Des Gens Bons,Restauration,Orliénas,69530,Rhône,Auvergne-Rhône-Alpes,45.65842,4.717399,
Vincent Giraudon,Fournisseur de dégustation,Saint-Alban-les-Eaux,42370,Loire,Auvergne-Rhône-Alpes,46.003717,3.940125,http://www.vincent-giraudon.com/
Les Temps Nouveaux,Restauration,Estivareilles,42380,Loire,Auvergne-Rhône-Alpes,45.418,4.0141,http://www.les-plaisirs-du-palais.com/
Hôtel le Vanséen,Hébergement,Les Vans,07140,Ardèche,Auvergne-Rhône-Alpes,44.403065,4.132402,https://www.hotellevanseen.com/
Restaurant de la Dore,Restauration,Vertolaye,63480,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.644734,3.704925,https://www.hotel-de-la-dore.com/
Bibliothèque de Saint-Martin d'Ardèche,"Site sportif, récréatif et de loisirs,Site culturel",Saint-Martin-d'Ardèche,07700,Ardèche,Auvergne-Rhône-Alpes,44.301712,4.565689,
Chapelle Saint-Antoine de Murat,Site culturel,Murat,15300,Cantal,Auvergne-Rhône-Alpes,45.124,2.8552,
Square des Hutins,Site culturel,Gaillard,74240,Haute-Savoie,Auvergne-Rhône-Alpes,46.186783,6.207812,http://www.gaillard.fr/
Bibliothèque,"Site sportif, récréatif et de loisirs,Site culturel",Villy-le-Pelloux,74350,Haute-Savoie,Auvergne-Rhône-Alpes,46.000517,6.133275,https://www.villy-le-pelloux.fr/etablissements_culturels/70348
Hôtel Restaurant Au Feu de Bois,"Restauration,Hébergement",Autrans-Méaudre en Vercors,38880,Isère,Auvergne-Rhône-Alpes,45.173472,5.543697,http://www.hotelfeudebois.com/
Restaurant Le Bistrot du Château Saint-Jean,Restauration,Montluçon,03100,Allier,Auvergne-Rhône-Alpes,46.324417,2.606531,https://www.chateau-saint-jean.com/
Terrain de pétanque - Parc Magdeleine Durand,"Site sportif, récréatif et de loisirs",Autrans-Méaudre en Vercors,38880,Isère,Auvergne-Rhône-Alpes,45.174407,5.542393,
Hôtel Bellevue,"Restauration,Hébergement",Saint-Martin-d'Ardèche,07700,Ardèche,Auvergne-Rhône-Alpes,44.301132,4.567384,http://www.hotel-bellevue-restaurant.com/
LM La pizza,Restauration,Empurany,07270,Ardèche,Auvergne-Rhône-Alpes,45.023877,4.610035,
La Paillotte du camping,Restauration,Le Crestet,07270,Ardèche,Auvergne-Rhône-Alpes,45.011819,4.624438,
La petite cavale d'Erika,"Site sportif, récréatif et de loisirs",Voreppe,38340,Isère,Auvergne-Rhône-Alpes,45.299481,5.617365,
Le Lieu-dit,Restauration,Lamastre,07270,Ardèche,Auvergne-Rhône-Alpes,44.986109,4.580229,
La Grenade - Cuisine clandestine,Restauration,Lyon 1er Arrondissement,69001,Rhône,Auvergne-Rhône-Alpes,45.767094,4.836931,https://www.cantinelagrenade.com/
Château Rochecolombe,Fournisseur de dégustation,Bourg-Saint-Andéol,07700,Ardèche,Auvergne-Rhône-Alpes,44.399218,4.632325,http://www.chateau-rochecolombe.fr/
Tremplins olympiques du Claret,"Site sportif, récréatif et de loisirs",Autrans-Méaudre en Vercors,38880,Isère,Auvergne-Rhône-Alpes,45.170598,5.547125,https://station.autrans-meaudre.fr/fr/
Pisciculture des Meuniers,"Site sportif, récréatif et de loisirs",Morzine,74110,Haute-Savoie,Auvergne-Rhône-Alpes,46.18289,6.72704,
Maison d'Ampère - Musée de l'Electricité,Site culturel,Poleymieux-au-Mont-d'Or,69250,Rhône,Auvergne-Rhône-Alpes,45.854077,4.799287,http://www.amperemusee.fr/
Eglise Saint-André,Site culturel,Tarare,69170,Rhône,Auvergne-Rhône-Alpes,45.897257,4.431395,
Domaine des Grottes,Fournisseur de dégustation,Saint-Étienne-des-Oullières,69460,Rhône,Auvergne-Rhône-Alpes,46.061142,4.632239,http://www.domainedesgrottes.com/
Domaine Tante Alice,Fournisseur de dégustation,Saint-Lager,69220,Rhône,Auvergne-Rhône-Alpes,46.104268,4.684736,http://www.domaine-tantealice.com/
Le Bacchus - Bar à vin,"Site sportif, récréatif et de loisirs,Restauration",Les Gets,74260,Haute-Savoie,Auvergne-Rhône-Alpes,46.155244,6.668186,http://www.crychar.com/
Circuit des chapelles,"Site sportif, récréatif et de loisirs,Itinéraire routier",Mieussy,74440,Haute-Savoie,Auvergne-Rhône-Alpes,46.132691,6.527596,
"Restaurant d'application du Lycée ""Les Portes de Chartreuses""",Restauration,Voreppe,38340,Isère,Auvergne-Rhône-Alpes,45.293084,5.633526,
Bibliothèque de La Souche,"Site sportif, récréatif et de loisirs,Site culturel",La Souche,07380,Ardèche,Auvergne-Rhône-Alpes,44.628776,4.201569,
Restaurant d'altitude Le Chalet du Maroly,Restauration,Le Grand-Bornand,74450,Haute-Savoie,Auvergne-Rhône-Alpes,45.97458,6.477806,http://www.lechaletdumaroly.com/
Comfort Aparthotel ***,Hébergement,Saint-Étienne,42000,Loire,Auvergne-Rhône-Alpes,45.434106,4.388921,https://www.choicehotels.com/fr-fr/france/saint-etienne/comfort-suites-hotels/fr575
Genas Bowling,"Site sportif, récréatif et de loisirs",Genas,69740,Rhône,Auvergne-Rhône-Alpes,45.719492,4.988669,http://genas-bowling.fr/
Le sentier des Moissons,"Site sportif, récréatif et de loisirs,Itinéraire pédestre",Feyzin,69320,Rhône,Auvergne-Rhône-Alpes,45.683368,4.870377,"http://www.ville-feyzin.fr/,http://www.grandlyon.com/"
Camping Domaine de la Plage -Adultes Only (16ans et +),Hébergement,Meyras,07380,Ardèche,Auvergne-Rhône-Alpes,44.673017,4.259628,http://www.domainedelaplage.com/
Théâtre du Parc,"Site sportif, récréatif et de loisirs",Andrézieux-Bouthéon,42160,Loire,Auvergne-Rhône-Alpes,45.526313,4.258773,http://www.theatreduparc.com/
Église Saint Georges,Site culturel,Saint-Geoire-en-Valdaine,38620,Isère,Auvergne-Rhône-Alpes,45.455826,5.636694,https://www.saint-geoire-en-valdaine.com/
Ferme Auberge d'altitude L'Etoile du Berger,Restauration,Val-Cenis,73500,Savoie,Auvergne-Rhône-Alpes,45.220035,6.806162,
